5.9932,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964,5.9964
5.9531,5.9865,5.9712,6.0956,5.9297,6.0766,5.9,5.9171,5.8893,6.007,6.0922,5.9677,6.1013,6.0064,5.8905,6.0206,6.0662,6.0203,6.0357,6.0572,6.0691,5.9406,6.0279,6.0022,6.0653,5.9655,6.0542,6.0657,5.996,6.0273,5.8874,6.0452,6.0505,5.9361,6.0059,6.0163,6.0949,6.0309,5.9598,6.0778,6.1001,6.1013,6.0124,5.9636,5.9012,6.0609,6.0959,5.9424,5.9871,5.9883,5.9277,6.0113,5.8912,5.9492,5.9749,5.8879,5.9962,5.9003,5.9542,6.0336,5.936,6.0698,6.0104,5.9467,6.0045,5.9274,6.0955,6.0695,5.8893,5.9037,5.9345,6.1085,6.0902,5.8963,6.0118,5.9557,5.9602,5.9176,6.0004,5.889,5.9035,5.917,5.9557,5.8961,5.8907,6.079,6.0142,6.1007,6.0316,6.0601,6.0607,5.9418,5.935,6.088,5.9757,5.9301,5.8862,6.0876,6.0555,6.0385,5.9853,5.9076,5.8856,5.9256,5.9461,5.988,6.0226,6.0441,6.1039,5.996,6.0693,6.0297,6.0619,5.9632,6.0368,6.0918,5.948,5.942,5.9765,5.9058,5.8987,5.938,5.997,6.0014,6.0468,5.8896,5.9271,6.0714,6.0734,5.9182,6.0483,5.9109,5.9549,6.0872,6.0589,5.9455,5.8965,6.0667,6.0915,5.9963,6.0435,5.8906,6.0344,5.9888,5.941,5.9432,5.9862,6.0066,6.0731,5.8869,6.0249,5.9924,5.9525,6.0085,6.1055,5.921,5.902,6.087,5.9174,6.0723,6.0476,5.9725,6.0739,6.0614,5.9665,6.0792,6.0493,6.0115,5.9632,6.0006,5.9359,5.9996,6.0408,5.9545,5.9435,5.9257,6.1085,6.0186,5.993,5.9212,6.0812,5.9477,6.0498,6.061,5.9962,5.9872,5.9476,6.0584,6.0595,5.9933,5.9241,6.0935,5.9752,6.0513,5.9319,5.9456,6.1087,6.0483,5.9071,5.9227
6.0449,5.886,5.9405,6.0146,6.0735,6.0968,5.9517,6.0115,5.9626,6.0107,6.0459,6.1014,5.9879,6.0611,5.9509,6.0373,6.0077,5.9426,6.0615,6.0193,6.0435,6.0304,5.9721,5.9703,6.031,5.8983,5.9847,5.9842,5.9376,5.9559,6.0724,6.067,6.0195,5.89,5.9314,5.8992,5.9778,5.8992,5.9463,5.9553,5.974,6.0915,6.102,6.0322,6.021,5.936,5.9496,5.8925,5.9804,5.9486,5.9237,6.0981,6.0356,6.0696,5.985,6.0708,6.0252,6.0017,6.0465,5.9964,5.9706,5.9079,5.9721,5.9608,6.0214,5.9336,5.9678,6.0619,5.9248,5.9934,5.9021,5.9987,6.0855,5.9064,6.0074,5.9371,5.9495,5.8936,6.0826,5.8834,6.0767,6.0082,5.9017,5.9036,5.9106,6.0198,5.8875,6.033,6.0007,6.0007,5.8855,6.089,5.9692,5.9161,6.1003,6.0819,5.9825,6.0706,5.9896,5.9601,5.9257,5.9977,5.9853,5.9744,5.9583,5.9834,6.0651,5.9943,6.037,5.9846,6.0375,6.0679,5.9751,5.9162,5.9034,5.9284,6.0515,5.9012,6.0385,5.9969,6.0879,6.0798,6.0248,6.0577,5.9916,6.0569,5.9427,6.0445,6.0581,6.0825,5.8887,5.941,5.9434,6.0563,5.9531,6.0307,5.9234,5.9628,5.925,5.8857,5.8902,5.9168,6.0145,5.9964,5.9123,5.9046,6.0874,6.0531,5.9782,5.9469,5.9331,6.0404,6.0051,6.0838,5.9271,5.9098,5.9068,6.0474,6.1003,6.0327,6.0203,5.8994,6.1082,6.0398,5.9507,6.0224,6.102,5.9743,5.973,5.9225,5.8842,5.9343,6.0957,6.034,5.9551,5.9645,6.0067,5.9446,5.9024,6.0691,5.9327,5.9687,6.0428,5.9153,5.9997,5.9768,6.0627,5.9108,5.9877,6.0759,6.0438,5.9065,5.8926,5.9459,5.9966,5.9518,5.966,6.0699,5.9486,5.9308
5.886,5.8874,5.9324,6.1007,5.934,6.0197,6.0511,5.9068,6.0007,5.8876,5.9452,5.8981,6.0404,6.0058,6.0208,6.0606,6.0043,5.8822,6.014,5.9205,5.9651,5.9838,6.0327,6.0799,5.9642,5.9068,5.929,6.0244,5.9688,6.0622,5.9599,5.8864,5.8931,5.9239,6.0456,6.0921,5.9831,5.904,6.0868,6.0012,5.9291,6.0014,5.9402,5.9957,6.0508,6.0441,6.0152,6.0392,5.928,5.9201,5.8936,5.9841,5.9506,5.9827,5.8905,6.0681,6.0005,5.9482,6.0275,5.9747,5.8862,6.0633,5.9808,6.0551,6.1062,5.8893,6.0835,5.9497,5.9212,6.0703,5.9839,5.9124,5.9729,6.0882,6.0301,6.0252,5.9486,5.8888,6.1021,5.948,5.9646,6.0611,5.9639,5.9045,5.8999,6.0108,5.984,6.0128,6.0391,6.0814,5.8935,5.9346,5.906,6.051,5.9126,6.0318,6.0728,6.0272,5.9462,5.8947,5.9657,6.0332,5.9597,5.9959,5.9223,5.9734,5.9396,5.9913,6.056,5.8964,5.9194,6.042,5.8879,6.0411,6.0204,5.9112,5.9029,6.0908,6.0128,5.9904,5.9358,6.0833,6.0255,6.0009,6.0882,5.9249,5.9042,5.9793,6.0852,5.9193,5.8822,5.913,6.0443,6.007,5.9032,5.9814,6.0211,6.0628,6.0392,6.0877,6.0919,6.0095,6.0285,6.0798,6.085,5.9221,5.9617,6.0353,5.9407,5.9667,6.0058,5.9873,6.0013,6.0648,5.885,6.0064,6.0274,5.9242,6.0634,6.0702,5.966,5.9957,5.8912,6.0216,6.0045,5.9987,6.0831,5.9391,5.8904,5.97,6.0708,5.9922,6.0943,5.9449,5.9156,6.0551,6.047,5.8912,6.0575,6.0153,5.976,6.0212,6.1014,6.0586,6.0992,5.963,6.0415,5.8832,5.9075,5.9485,6.0226,5.9664,6.0587,6.0533,6.0118,5.9443,5.9978,6.0987,6.0143,5.9564
6.0562,5.9133,5.9084,6.1017,5.95,6.0648,6.0088,6.0691,6.0527,6.0048,6.0238,5.9852,6.0969,6.0354,6.0052,6.0577,5.9439,6.0568,6.0973,6.0471,6.0003,6.0566,6.0965,6.0565,5.9608,6.0205,6.0663,5.9309,6.0174,6.0801,6.0191,5.9909,6.0955,6.0193,6.0185,5.9472,5.9005,5.9561,6.0527,5.9792,5.9891,6.1023,5.8822,6.0761,5.9409,6.0823,6.0697,5.9925,5.95,6.0199,6.0642,5.9633,6.0297,5.9103,6.059,5.9772,5.9063,6.0484,6.0223,5.95,5.8987,6.0895,5.9706,6.0769,5.8933,5.9032,5.9186,5.9868,5.9862,5.9015,5.9166,5.9738,6.0792,6.0131,5.9668,5.9044,5.9885,5.9414,6.0463,5.9911,6.0854,6.0663,5.8854,6.0327,6.0804,6.0647,5.9322,5.8909,6.1053,6.0977,5.9751,5.9358,6.0866,6.0584,5.9881,5.9779,6.0916,5.9949,5.9173,6.0619,5.9202,5.9734,6.0707,5.9428,6.0469,6.0712,5.8954,5.9256,6.0492,6.0911,6.0868,6.0863,6.0706,5.9351,6.0744,5.9559,5.9881,5.9124,6.0005,6.0379,6.0577,6.0349,5.8894,5.974,5.9846,5.9899,5.9011,6.0268,5.9912,5.926,5.9825,6.0714,6.0715,5.9721,5.9258,6.0726,5.9096,5.99,6.0528,6.0229,6.0181,5.9472,6.0788,5.9424,6.0352,6.0283,5.8845,5.9426,5.9258,6.0703,6.0347,6.0094,5.9184,5.9227,5.8841,5.957,5.9342,5.8826,6.0665,6.0932,5.9977,5.9441,5.8928,5.9575,6.0186,5.892,6.0838,5.9361,6.0864,5.9839,5.8983,5.9234,6.0559,5.9915,6.034,6.0069,5.9169,5.9616,6.0712,6.0288,5.9647,5.9339,6.0784,5.9512,5.9681,6.0919,5.9681,5.8822,6.0009,5.9119,6.0846,6.0891,6.0078,6.0382,5.9215,6.0951,6.085,6.0945,5.9195,5.9542
3.2647,3.6651,3.5249,2.8808,3.3118,3.056,3.3303,3.304,3.2657,3.3885,3.2453,3.2353,3.0967,3.0963,3.4678,3.004,3.2489,3.4163,3.1567,3.2998,3.1757,3.3187,3.2231,3.0343,3.2447,3.4418,3.2465,3.3332,3.279,3.0252,3.2938,3.1523,3.1021,3.4599,3.3406,3.3801,3.3542,3.4083,3.1608,3.1547,3.2918,2.9316,3.2413,3.1528,3.2259,3.094,3.0316,3.4384,3.3218,3.2915,3.4578,3.2724,3.4373,3.3462,3.4166,3.2036,3.3622,3.4235,3.1119,3.3724,3.5944,3.2092,3.3753,3.2759,3.195,3.6417,3.1011,3.2674,3.6235,3.4058,3.4978,3.1975,2.9974,3.3961,3.1391,3.4437,3.3132,3.6416,3.0522,3.5137,3.1786,3.2224,3.5405,3.5809,3.5247,2.9763,3.42,3.1225,3.0791,3.0837,3.4217,3.2812,3.3726,3.24,3.2465,3.3356,3.19,3.1254,3.2847,3.2547,3.3983,3.3723,3.2529,3.4096,3.3006,3.1989,3.2295,3.2364,3.1031,3.3238,3.0387,2.9773,3.1855,3.4646,3.1787,3.279,3.4515,3.3914,3.1891,3.3989,3.3292,3.0924,3.3449,3.2331,3.181,3.3067,3.603,3.1411,2.9898,3.3403,3.4015,3.4493,3.308,3.1093,3.4855,3.2385,3.5691,3.1415,3.0321,3.2339,3.1531,3.4169,3.0836,3.2904,3.199,3.5106,3.4216,3.1341,3.3624,3.4042,3.1364,3.2214,3.3557,3.2017,3.3314,3.5553,3.5097,3.3438,3.1502,2.9972,3.2712,3.3886,3.1714,3.2396,3.3768,3.3277,2.9193,3.2823,3.4056,3.2961,3.3455,3.3799,2.9302,3.2557,3.4086,3.2763,3.1709,3.3187,3.12,3.2832,3.1747,3.4338,2.983,3.2888,3.1427,3.3106,3.1705,3.5825,3.2366,3.2395,3.1829,3.1624,3.2699,3.2186,3.3423,3.2897,3.1422,2.8998,3.5449,3.4409
0.31859,0.1958,0.30241,0.36111,0.17888,0.12386,0.22062,0.30375,0.22574,0.18494,0.17711,0.20458,0.17354,0.36046,0.22056,0.23937,0.20045,0.13793,0.078111,0.11083,0.2254,0.099105,0.227,0.28356,0.15986,0.14995,0.27725,0.06586,0.3015,0.24181,0.35375,0.27127,0.27712,0.23233,0.15142,0.25194,0.16696,0.35115,0.19496,0.37583,0.11858,0.20337,0.41056,0.21562,0.41186,0.36237,0.39586,0.2715,0.35876,0.41916,0.19795,0.1612,0.11597,0.27871,0.12237,0.18601,0.19017,0.13086,0.31799,0.16639,0.29524,0.16796,0.26863,0.23487,0.26013,0.20836,0.37218,0.15031,0.14503,0.29938,0.23372,0.29427,0.24424,0.1252,0.21675,0.32518,0.39772,0.23957,0.141,0.16747,0.37777,0.14245,0.15837,0.19017,0.25853,0.24393,0.14848,0.36505,0.25495,0.1884,0.30889,0.36501,0.32082,0.20575,0.36025,0.14993,0.2331,0.21948,0.24975,0.35899,0.38333,0.11944,0.36455,0.15091,0.25606,0.19812,0.40957,0.26303,0.21134,0.16485,0.25225,0.24802,0.3936,0.15218,0.24652,0.24749,0.1745,0.18797,0.27138,0.10813,0.15088,0.22111,0.2721,0.16314,0.13482,0.22205,0.20603,0.21844,0.18261,0.24511,0.24994,0.19061,0.27494,0.18637,0.071653,0.23064,0.28639,0.19145,0.25434,0.33523,0.26064,0.24019,0.27787,0.18986,0.41868,0.25392,0.18646,0.27701,0.16809,0.32938,0.32545,0.12849,0.34506,0.23676,0.3813,0.24587,0.20763,0.13855,0.10024,0.24305,0.18428,0.21838,0.42732,0.16621,0.1422,0.13573,0.24797,0.42673,0.10575,0.32857,0.24389,0.17926,0.30719,0.39962,0.34531,0.29036,0.18858,0.34919,0.25885,0.26043,0.27909,0.11525,0.1695,0.21658,0.37239,0.17938,0.23847,0.14168,0.31721,0.27242,0.12782,0.26668,0.37635,0.16279,0.33896,0.3619,0.13151,0.38313,0.15781,0.34494
0.18204,0.041931,0.020166,0.047813,0.30322,0.1821,0.1218,0.16611,0.2066,0.2384,0.15154,0.24086,0.06081,0.016357,0.10538,0.25115,0.23336,0.12257,0.29292,0.10932,0.097229,0.27202,0.010014,0.12747,0.17709,0.18358,0.12878,0.15838,0.11108,0.16731,0.15968,0.30682,0.21585,0.24332,0.20391,0.14986,0.2222,0.18464,0.19541,0.028294,0.28729,0.21525,0.1222,0.16956,0.13205,0.0011965,0.12476,0.059861,0.19106,0.0014692,0.28424,0.13643,0.20174,0.2178,0.19622,0.16452,0.087231,0.24216,0.28312,0.2387,0.089443,0.21447,0.15998,0.033145,0.09222,0.11024,0.071564,0.18901,0.14549,0.16346,0.2153,0.098535,0.19998,0.11975,0.37385,-0.030414,0.15882,0.24238,0.30416,0.141,0.037063,0.24644,0.17502,0.24995,0.11111,0.24438,0.20388,0.074,0.094562,0.17191,0.11906,0.14546,0.15623,0.030737,0.10695,0.057073,0.13351,0.15943,0.26056,0.10937,0.049358,0.2694,0.1762,0.24652,0.30823,0.34371,0.14409,0.28346,0.068297,0.269,0.14917,0.23892,0.093623,0.12463,0.27363,0.14617,0.2417,0.16896,0.1326,0.11473,0.11102,0.096743,0.14311,0.31076,0.28821,0.19732,0.21265,0.094921,0.17891,0.14577,0.31374,0.28894,0.12992,0.25579,0.15509,0.16794,-0.045412,0.2293,0.19217,0.086808,0.090847,0.11871,0.13453,0.084908,0.097968,0.061503,0.12744,0.26881,0.16964,0.06393,0.17761,0.27224,0.12336,0.13826,0.079958,-0.033075,0.24666,0.25851,0.29984,0.2012,0.19746,0.33214,0.091251,0.26014,0.28175,0.10192,0.067801,0.09243,0.20096,0.19738,0.3169,0.31845,0.09702,0.14496,0.15235,0.2254,0.24328,0.27108,0.20934,0.10486,0.19597,0.20089,0.15663,0.078238,0.064629,0.20649,0.17726,0.20001,0.24474,0.18648,0.28117,0.24421,-0.022675,0.17613,0.085369,0.0084313,0.15667,0.055399,0.23276,0.09727
0.19761,0.28516,0.1809,0.28962,0.026384,0.23661,0.28048,0.18342,0.16242,0.14411,0.081679,0.22144,0.32861,0.33249,0.24057,0.062393,0.20391,0.3306,0.14437,0.33398,0.2301,0.12371,0.31171,0.21899,0.27411,0.20753,0.13263,0.31166,0.10839,0.14617,-0.010873,0.036611,0.12063,0.16101,0.11593,0.10603,0.10614,0.019148,0.11831,0.16875,0.050489,0.10657,0.15058,0.2398,0.16548,0.22763,0.067049,0.15655,0.037762,0.14372,0.13366,0.12402,0.12217,0.035287,0.10136,0.21223,0.22807,0.22663,0.058692,0.025956,0.11692,0.11971,0.085017,0.1614,0.33259,0.14449,0.29204,0.2607,0.19337,0.027043,0.18401,0.2601,0.086818,0.27761,-0.033048,0.33004,0.099504,-0.046624,0.09714,0.28909,0.20933,0.081666,0.20132,0.073531,0.14928,0.14837,0.31451,0.32537,0.10668,0.10057,0.17988,0.1189,0.060308,0.19148,0.11206,0.25646,0.23431,0.11553,0.2228,0.096704,0.30045,0.042534,0.14367,0.15282,0.1426,0.15391,0.22295,0.14824,0.18261,0.16222,0.28127,0.18208,0.11102,0.28978,0.044782,0.23778,0.0077623,0.11736,0.12879,0.28569,0.13986,0.18673,0.048963,-0.0045804,0.029864,0.23742,0.093253,0.12987,0.15745,0.28481,-0.020346,0.14278,0.033057,0.069366,0.30945,0.19051,0.17231,0.10103,0.15432,0.083682,0.31264,0.20009,0.19647,0.3251,0.08769,0.14223,0.1331,0.11676,0.22684,0.25861,0.10856,0.11443,0.074406,0.099445,0.25248,0.30768,0.14623,0.22922,0.1911,0.2218,0.049713,0.11388,0.16879,0.059127,0.19369,0.25983,0.17266,0.2496,0.17378,0.16103,0.16397,0.0014034,0.1672,0.0050458,0.078795,0.16902,0.21161,0.10138,0.15301,0.24352,0.28456,0.2807,0.27006,0.33448,0.26093,0.079252,0.11055,0.24397,0.078858,0.10083,0.14684,0.13242,0.33532,0.27145,0.26349,0.15092,0.30673,0.17183,0.0037729,0.07167
0.038697,0.0099534,0.28686,0.17839,0.22772,0.18834,0.15746,0.21504,0.1537,0.082192,0.29959,0.0334,0.073908,-0.034539,-0.023791,0.21125,0.10712,-0.027827,0.20675,0.15687,0.078039,0.080668,0.1292,0.20975,0.070757,0.12089,0.05161,0.12993,0.20064,0.27582,0.18308,0.1975,0.14642,0.22756,0.070523,0.24654,0.10762,0.18027,0.22629,0.1553,0.13502,0.30579,0.1177,0.071068,0.19755,0.18768,0.1852,0.14079,0.24227,0.28643,0.10768,0.17413,0.18367,0.27792,0.31952,0.2157,0.067255,0.045119,0.18603,0.14715,0.16069,0.037014,0.11013,0.2696,-0.018106,0.14448,0.18995,0.056582,0.094919,0.29558,0.032724,0.19284,0.25733,0.1108,0.28893,0.20015,0.18335,0.19201,0.18385,0.13595,0.22111,0.13014,0.29155,0.18485,0.07378,0.23433,0.08315,0.14091,0.35929,0.25045,0.20518,0.25678,0.19575,0.29971,0.28169,0.15653,0.056777,0.21273,-0.052249,0.3075,0.16341,0.16098,0.09312,0.12822,0.14305,0.019851,0.014792,0.0082504,0.14139,0.07607,0.12992,0.18105,0.2298,0.16149,0.19305,0.091565,0.12614,0.24473,0.24408,0.11021,0.31129,0.1598,0.33682,0.28985,0.16528,0.076772,0.18308,0.23571,0.28021,0.054283,0.25231,-0.030007,0.21028,0.13297,0.17809,0.054064,0.21865,0.29403,0.31907,0.29063,0.21082,0.23182,0.23002,0.11911,0.2045,0.15792,0.29251,0.034466,0.081112,0.0082548,0.2852,0.096848,0.15614,0.1461,0.02527,0.044047,0.068422,0.055821,0.16425,0.096691,0.2435,0.08747,0.19879,0.09766,0.018251,0.27318,0.27346,0.046922,0.13929,0.10612,0.19043,0.26793,0.15339,0.23151,0.092047,0.11427,0.066233,0.16563,0.11694,0.064149,0.19773,0.11054,0.22055,0.054888,-0.010898,0.20973,0.26877,0.032796,0.12915,0.30663,0.12712,0.085932,0.057099,0.16887,0.021552,0.2714,0.065666,0.066145,0.26692,0.3162
